IR,SR,cq_size,ceq_size, remaining_rb, mem_bw,
0,0,0,0,0,0,
24,24,0,0,2048,1.23264,
1,0,0,0,2048,1.43808,
1,0,0,0,2048,1.43808,
1,0,0,0,2048,1.43808,
1,0,0,0,2048,1.43808,
1,0,0,0,2048,1.43808,
1,0,0,0,2048,1.43808,
1,0,0,0,2048,1.43808,
1,0,0,0,2048,1.43808,
1,0,0,0,2048,1.43808,
1,0,0,0,2048,1.43808,
1,0,0,0,2048,1.43808,
1,0,0,0,2048,1.43808,
1,0,0,0,2048,1.43808,
1,0,0,0,2048,1.43808,
1,0,0,0,2048,1.43808,
1,0,0,0,2048,1.43808,
1,0,0,0,2048,1.43808,
1,0,0,0,2048,1.43808,
1,0,0,0,2048,1.43808,
1,0,0,0,2048,1.43808,
1,0,0,0,2048,1.43808,
1,0,0,0,2048,1.43808,
1,0,0,0,2048,1.43808,
1,21,0,0,2048,6.36864,
1,3,0,0,2048,10.4774,
1,0,0,0,2048,10.4774,
1,0,0,0,2048,10.4774,
1,0,0,0,2048,10.4774,
1,0,0,0,2048,10.4774,
1,0,0,0,2048,10.4774,
1,0,0,0,2048,10.4774,
29,13,0,0,2048,13.1482,
13,0,0,0,2048,13.1482,
11,25,0,0,2048,12.7373,
13,11,0,0,2048,14.1754,
4,4,0,0,2048,14.1754,
6,10,0,0,2048,14.7917,
6,5,0,0,2048,13.1482,
6,0,0,0,2048,13.1482,
4,16,0,0,2048,14.7917,
10,1,0,0,2048,14.7917,
21,16,0,0,2048,13.7645,
8,15,0,0,2048,13.7645,
6,5,0,0,2048,11.7101,
19,12,0,0,2048,12.7373,
16,24,0,0,2048,12.7373,
2,1,0,0,2048,13.559,
5,6,0,0,2048,12.9427,
1,1,0,0,2048,10.272,
2,2,0,0,2048,15.408,
9,7,0,0,2048,15.408,
6,9,0,0,2048,14.3808,
12,0,0,0,2048,13.7645,
11,27,0,0,2048,14.5862,
13,2,0,0,2048,14.5862,
8,13,0,0,2048,14.5862,
2,0,0,0,2048,11.7101,
7,9,0,0,2048,13.7645,
9,7,0,0,2048,13.559,
3,14,0,0,2048,14.7917,
17,0,0,0,2048,13.9699,
14,26,0,0,2048,7.39584,
12,7,0,0,2048,15.408,
5,5,0,0,2048,16.2298,
10,6,0,0,2048,15.2026,
3,10,0,0,2048,15.2026,
4,1,0,0,2048,13.559,
14,10,0,0,2048,14.9971,
6,17,0,0,2048,13.559,
19,0,0,0,2048,2.87616,
15,27,0,0,2048,12.7373,
6,8,0,0,2048,12.5318,
1,1,0,0,2048,9.2448,
5,3,0,0,2048,9.2448,
2,8,0,0,2048,10.4774,
14,6,0,0,2048,11.9155,
1,3,0,0,2048,14.1754,
7,11,0,0,2048,12.5318,
15,4,0,0,2048,19.1059,
9,16,0,0,2048,19.1059,
1,1,0,0,2048,14.5862,
19,20,0,0,2048,14.9971,
6,5,0,0,2048,14.9971,
14,7,0,0,2048,7.80672,
13,21,0,0,2048,15.2026,
2,3,0,0,2048,14.7917,
6,3,0,0,2048,17.6678,
2,13,0,0,2048,13.7645,
13,1,0,0,2048,13.9699,
16,11,0,0,2048,12.9427,
10,19,0,0,2048,16.8461,
12,2,0,0,2048,12.5318,
12,21,0,0,2048,12.5318,
9,8,0,0,2048,5.95776,
12,22,0,0,2048,10.4774,
1,0,0,0,2048,8.2176,
17,13,0,0,2048,14.3808,
1,0,0,0,2048,9.86112,
3,0,0,0,2048,9.86112,
4,4,0,0,2048,15.8189,
1,0,0,0,2048,13.3536,
4,4,0,0,2048,14.3808,
5,2,0,0,2048,16.2298,
6,11,0,0,2048,16.2298,
18,9,0,0,2048,12.9427,
11,21,0,0,2048,15.408,
18,1,0,0,2048,12.7373,
1,21,0,0,2048,13.559,
18,1,0,0,2048,8.83392,
2,17,0,0,2048,12.9427,
13,1,0,0,2048,14.9971,
2,14,0,0,2048,11.2992,
5,0,0,0,2048,14.5862,
8,11,0,0,2048,14.9971,
3,0,0,0,2048,16.4352,
17,20,0,0,2048,15.408,
5,5,0,0,2048,15.408,
15,12,0,0,2048,16.0243,
3,9,0,0,2048,16.0243,
16,21,0,0,2048,9.03936,
9,0,0,0,2048,11.0938,
10,2,0,0,2048,12.3264,
1,15,0,0,2048,12.3264,
8,0,0,0,2048,13.3536,
4,6,0,0,2048,15.2026,
1,1,0,0,2048,12.5318,
5,1,0,0,2048,12.5318,
13,16,0,0,2048,17.8733,
11,11,0,0,2048,17.8733,
7,8,0,0,2048,15.408,
14,16,0,0,2048,15.408,
3,1,0,0,2048,10.0666,
8,8,0,0,2048,14.9971,
