IR,SR,cq_size,ceq_size, remaining_rb, mem_bw,
0,0,0,0,0,0,
12,11,0,0,512,3.36,
1,0,0,0,512,5.76,
1,0,0,0,512,5.76,
1,0,0,0,512,5.76,
1,0,0,0,512,5.76,
1,0,0,0,512,5.76,
1,0,0,0,512,5.76,
1,0,0,0,512,5.76,
1,0,0,0,512,5.76,
1,1,0,0,512,5.44,
1,1,0,0,512,5.44,
1,0,0,0,512,5.44,
1,1,0,0,512,3.84,
1,1,0,0,512,4,
1,1,0,0,512,4,
1,1,0,0,512,4,
1,1,0,0,512,4,
1,0,0,0,512,4,
1,0,0,0,512,4,
1,0,0,0,512,5.6,
1,1,0,0,512,5.6,
1,1,0,0,512,5.6,
1,0,0,0,512,5.6,
1,0,0,0,512,5.6,
1,2,0,0,512,5.6,
1,1,0,0,512,5.6,
1,0,0,0,512,5.6,
1,1,0,0,512,5.6,
1,1,0,0,512,5.6,
1,1,0,0,512,5.6,
1,5,0,0,512,5.6,
1,0,0,0,512,3.04,
1,0,0,0,512,6.4,
1,0,0,0,512,6.4,
1,4,0,0,512,6.4,
1,0,0,0,512,6.4,
1,1,0,0,512,3.2,
1,1,0,0,512,4.48,
1,1,0,0,512,4.48,
1,0,0,0,512,4.96,
1,1,0,0,512,4.96,
1,0,0,0,512,4.96,
1,1,0,0,512,4.96,
1,0,0,0,512,4.96,
1,1,0,0,512,4.96,
1,9,0,0,512,4.96,
1,0,0,0,512,4.96,
1,0,0,0,512,4.96,
1,0,0,0,512,4.96,
1,0,0,0,512,4,
1,0,0,0,512,4,
1,1,0,0,512,3.52,
1,2,0,0,512,3.52,
1,0,0,0,512,4.48,
1,2,0,0,512,4.48,
1,1,0,0,512,5.12,
1,0,0,0,512,5.12,
1,1,0,0,512,5.12,
1,1,0,0,512,5.12,
1,1,0,0,512,5.12,
1,0,0,0,512,5.12,
1,5,0,0,512,5.12,
1,0,0,0,512,5.12,
1,0,0,0,512,5.12,
1,0,0,0,512,4.32,
1,0,0,0,512,4.16,
1,2,0,0,512,4.16,
1,0,0,0,512,4.16,
1,1,0,0,512,4.16,
1,1,0,0,512,4.64,
1,3,0,0,512,4.64,
1,0,0,0,512,4.64,
1,1,0,0,512,5.28,
1,1,0,0,512,5.28,
1,0,0,0,512,5.44,
2,4,0,0,512,5.44,
6,5,0,0,512,4.8,
3,3,0,0,512,5.28,
5,5,0,0,512,4.64,
6,12,0,0,512,8.48,
8,1,0,0,512,4.32,
3,5,0,0,512,4.64,
2,1,0,0,512,4.96,
1,2,0,0,512,4.48,
3,2,0,0,512,6.4,
1,0,0,0,512,5.76,
3,6,0,0,512,5.76,
3,2,0,0,512,3.36,
1,0,0,0,512,4.32,
2,2,0,0,512,4.8,
1,1,0,0,512,4.8,
9,9,0,0,512,3.36,
1,1,0,0,512,3.36,
1,1,0,0,512,5.28,
1,0,0,0,512,5.92,
5,7,0,0,512,5.76,
1,0,0,0,512,3.36,
2,2,0,0,512,3.36,
4,4,0,0,512,7.2,
1,1,0,0,512,4.64,
1,1,0,0,512,4.8,
1,3,0,0,512,6.56,
1,0,0,0,512,4.32,
5,4,0,0,512,4.64,
1,0,0,0,512,4.64,
2,4,0,0,512,6.88,
5,4,0,0,512,6.88,
3,3,0,0,512,1.76,
1,4,0,0,512,4.96,
8,5,0,0,512,3.84,
1,1,0,0,512,5.6,
4,7,0,0,512,5.6,
3,2,0,0,512,6.88,
1,0,0,0,512,6.88,
1,0,0,0,512,4.16,
1,0,0,0,512,4.16,
5,6,0,0,512,4,
1,1,0,0,512,4.48,
3,5,0,0,512,4.48,
2,0,0,0,512,4.96,
3,3,0,0,512,6.72,
1,0,0,0,512,4.8,
1,4,0,0,512,4.8,
2,0,0,0,512,3.84,
2,4,0,0,512,7.04,
4,2,0,0,512,7.04,
5,8,0,0,512,1.76,
3,0,0,0,512,5.6,
5,9,0,0,512,7.52,
4,0,0,0,512,4,
5,5,0,0,512,3.68,
1,2,0,0,512,6.24,
3,2,0,0,512,4.64,
1,0,0,0,512,4.8,
3,9,0,0,512,4.8,
9,4,0,0,512,4.64,
1,0,0,0,512,4.64,
3,6,0,0,512,4.64,
2,0,0,0,512,6.4,
2,2,0,0,512,8.48,
2,3,0,0,512,4.64,
1,1,0,0,512,6.4,
9,15,0,0,512,7.04,
1,0,0,0,512,7.04,
6,0,0,0,512,3.52,
3,3,0,0,512,5.28,
2,2,0,0,512,1.44,
6,7,0,0,512,6.88,
2,1,0,0,512,6.88,
2,2,0,0,512,4.64,
1,1,0,0,512,4.8,
2,2,0,0,512,4.8,
5,5,0,0,512,4.64,
1,0,0,0,512,5.44,
2,3,0,0,512,5.44,
4,4,0,0,512,5.6,
3,6,0,0,512,5.28,
7,4,0,0,512,6.4,
1,0,0,0,512,6.4,
3,4,0,0,512,4.72,
1,1,0,0,512,4,
4,5,0,0,512,5.28,
2,0,0,0,512,5.28,
1,6,0,0,512,4.64,
4,0,0,0,512,5.6,
2,3,0,0,512,3.68,
2,1,0,0,512,5.76,
1,3,0,0,512,5.44,
5,4,0,0,512,4.8,
6,6,0,0,512,7.52,
