IR,SR,cq_size,ceq_size, remaining_rb, mem_bw,
0,0,0,0,0,0,
24,24,0,0,4096,2.46528,
1,0,0,0,4096,1.43808,
1,0,0,0,4096,1.43808,
1,0,0,0,4096,1.43808,
1,0,0,0,4096,1.43808,
1,0,0,0,4096,1.43808,
1,0,0,0,4096,1.43808,
1,0,0,0,4096,1.43808,
1,0,0,0,4096,1.43808,
1,0,0,0,4096,1.43808,
1,0,0,0,4096,1.43808,
1,0,0,0,4096,1.43808,
1,0,0,0,4096,1.43808,
1,0,0,0,4096,1.43808,
1,0,0,0,4096,1.43808,
1,0,0,0,4096,1.43808,
1,0,0,0,4096,1.43808,
1,0,0,0,4096,1.43808,
1,0,0,0,4096,1.43808,
1,0,0,0,4096,1.43808,
1,0,0,0,4096,1.43808,
1,0,0,0,4096,1.43808,
1,0,0,0,4096,1.43808,
1,0,0,0,4096,1.43808,
1,0,0,0,4096,5.95776,
1,1,0,0,4096,10.0666,
1,2,0,0,4096,10.0666,
1,2,0,0,4096,10.0666,
1,2,0,0,4096,10.0666,
1,1,0,0,4096,10.0666,
1,2,0,0,4096,10.0666,
29,24,0,0,4096,12.121,
14,17,0,0,4096,12.121,
6,10,0,0,4096,11.5046,
6,1,0,0,4096,11.0938,
7,12,0,0,4096,16.4352,
5,1,0,0,4096,14.3808,
11,12,0,0,4096,14.3808,
14,1,0,0,4096,13.9699,
7,21,0,0,4096,13.9699,
6,1,0,0,4096,14.7917,
9,11,0,0,4096,14.1754,
11,6,0,0,4096,15.6134,
11,15,0,0,4096,14.3808,
3,9,0,0,4096,14.1754,
10,16,0,0,4096,11.2992,
13,1,0,0,4096,12.7373,
10,19,0,0,4096,16.0243,
8,0,0,0,4096,12.9427,
7,6,0,0,4096,6.36864,
7,8,0,0,4096,11.7101,
6,7,0,0,4096,14.7917,
8,5,0,0,4096,16.0243,
3,5,0,0,4096,14.5862,
3,2,0,0,4096,15.6134,
15,15,0,0,4096,15.2026,
10,18,0,0,4096,13.559,
12,4,0,0,4096,11.7101,
13,21,0,0,4096,12.7373,
7,0,0,0,4096,15.408,
6,10,0,0,4096,17.257,
9,4,0,0,4096,12.7373,
10,10,0,0,4096,13.3536,
14,15,0,0,4096,12.121,
3,2,0,0,4096,12.121,
7,9,0,0,4096,15.6134,
11,16,0,0,4096,12.7373,
16,5,0,0,4096,15.408,
6,14,0,0,4096,13.1482,
16,0,0,0,4096,13.1482,
7,21,0,0,4096,11.5046,
1,0,0,0,4096,14.5862,
10,6,0,0,4096,18.2842,
7,17,0,0,4096,15.2026,
24,30,0,0,4096,11.2992,
12,0,0,0,4096,11.9155,
10,10,0,0,4096,16.8461,
1,0,0,0,4096,16.8461,
4,5,0,0,4096,12.5318,
3,2,0,0,4096,10.272,
6,8,0,0,4096,18.9005,
1,3,0,0,4096,18.9005,
16,14,0,0,4096,14.9971,
15,15,0,0,4096,14.9971,
4,10,0,0,4096,17.257,
9,0,0,0,4096,10.6829,
8,16,0,0,4096,11.9155,
7,0,0,0,4096,14.3808,
13,21,0,0,4096,13.7645,
6,0,0,0,4096,13.559,
5,4,0,0,4096,15.2026,
17,8,0,0,4096,10.0666,
2,21,0,0,4096,16.0243,
21,12,0,0,4096,12.5318,
1,0,0,0,4096,12.5318,
19,19,0,0,4096,14.7917,
1,0,0,0,4096,14.7917,
8,9,0,0,4096,11.2992,
4,5,0,0,4096,11.2992,
12,23,0,0,4096,14.3808,
11,1,0,0,4096,14.3808,
9,0,0,0,4096,14.3808,
7,16,0,0,4096,15.408,
8,0,0,0,4096,12.5318,
4,19,0,0,4096,15.408,
10,0,0,0,4096,16.6406,
7,7,0,0,4096,14.7917,
12,2,0,0,4096,11.9155,
19,30,0,0,4096,11.9155,
2,6,0,0,4096,14.5862,
4,0,0,0,4096,17.0515,
11,10,0,0,4096,11.0938,
15,9,0,0,4096,16.0243,
2,13,0,0,4096,16.0243,
4,1,0,0,4096,16.2298,
9,8,0,0,4096,14.3808,
14,8,0,0,4096,14.1754,
1,15,0,0,4096,14.1754,
