IR,SR,cq_size,ceq_size, remaining_rb, mem_bw,
0,0,0,0,0,0,
24,24,0,0,2048,0.61632,
1,0,0,0,2048,0.82176,
1,0,0,0,2048,0.82176,
1,0,0,0,2048,0.82176,
1,0,0,0,2048,0.82176,
1,0,0,0,2048,0.82176,
1,0,0,0,2048,0.82176,
1,0,0,0,2048,0.82176,
1,0,0,0,2048,0.82176,
1,0,0,0,2048,0.82176,
1,0,0,0,2048,0.82176,
1,0,0,0,2048,0.82176,
1,0,0,0,2048,0.82176,
1,0,0,0,2048,0.82176,
1,0,0,0,2048,0.82176,
1,0,0,0,2048,0.82176,
1,0,0,0,2048,0.82176,
1,0,0,0,2048,0.82176,
1,0,0,0,2048,0.82176,
1,0,0,0,2048,0.82176,
1,0,0,0,2048,0.82176,
1,0,0,0,2048,0.82176,
1,0,0,0,2048,0.82176,
1,0,0,0,2048,0.82176,
1,0,0,0,2048,0.82176,
1,0,0,0,2048,9.45024,
1,2,0,0,2048,9.45024,
1,1,0,0,2048,9.45024,
1,2,0,0,2048,9.45024,
1,1,0,0,2048,9.45024,
14,15,0,0,2048,9.45024,
1,0,0,0,2048,9.45024,
23,22,0,0,2048,11.7101,
12,12,0,0,2048,15.408,
11,8,0,0,2048,9.03936,
6,12,0,0,2048,15.2026,
3,1,0,0,2048,15.8189,
2,2,0,0,2048,11.5046,
12,12,0,0,2048,14.9971,
5,5,0,0,2048,17.0515,
13,15,0,0,2048,14.9971,
10,18,0,0,2048,13.559,
10,1,0,0,2048,14.3808,
11,0,0,0,2048,11.5046,
14,25,0,0,2048,11.5046,
3,1,0,0,2048,14.7917,
14,16,0,0,2048,14.7917,
1,1,0,0,2048,12.7373,
6,4,0,0,2048,12.7373,
9,9,0,0,2048,16.8461,
6,6,0,0,2048,16.4352,
13,17,0,0,2048,13.7645,
8,0,0,0,2048,14.9971,
10,18,0,0,2048,12.3264,
10,0,0,0,2048,12.7373,
8,22,0,0,2048,4.93056,
8,0,0,0,2048,12.5318,
12,9,0,0,2048,16.0243,
5,11,0,0,2048,14.3808,
3,0,0,0,2048,14.3808,
8,8,0,0,2048,16.0243,
4,4,0,0,2048,12.9427,
12,11,0,0,2048,9.2448,
14,17,0,0,2048,15.2026,
4,3,0,0,2048,13.7645,
1,8,0,0,2048,13.7645,
6,0,0,0,2048,10.6829,
17,9,0,0,2048,12.9427,
2,18,0,0,2048,11.5046,
11,0,0,0,2048,16.4352,
12,13,0,0,2048,16.0243,
3,12,0,0,2048,14.1754,
9,0,0,0,2048,13.9699,
